33
130
292
532
852
1244
1695
2246
2879
3592
4401
5308
6299
7376
8568
9816
11166
12642
14186
15833
17587
19429
21374
23402
25544
27781
30131
32572
35107
37787
40555
43419
46393
49449
52617
55905
59273
62763
66382
70091
73919
77844
81881
86013
90254
94620
99066
103627
108281
113044
117943
122950
128048
133308
138648
144097
149664
155334
161129
167032
173048
179189
185435
191776
198230
204809
211514
218346
225324
232358
239545
246847
254243
261754
269416
277147
285030
292998
301090
309282
317630
326101
334662
343337
352118
361052
370089
379244
388561
397934
407481
417096
426883
436731
446729
456815
467054
477361
487813
498381
